Name,DrugBank ID (Primary),Type,Groups,Categories,has_dosing,Frequency,Times Per Day,Routes,Dosing Source,Interaction Count,Food Interaction Count,Has Description,Has Mechanism,Has Absorption,Has Metabolism,Has Half Life
Daclizumab,DB00111,biotech,investigational; withdrawn,"Amino Acids, Peptides, and Proteins; Antibodies; Antibodies, Monoclonal; Antibodies, Monoclonal, Humanized; Antineoplastic and Immunomodulating Agents",Yes,,,Subcutaneous; Intravenous,DrugBank text extraction,670,0,Yes,Yes,No,Yes,Yes
Bevacizumab,DB00112,biotech,approved; investigational,"Amino Acids, Peptides, and Proteins; Angiogenesis Inhibitors; Angiogenesis Modulating Agents; Antibodies; Antibodies, Monoclonal",Yes,,,,OpenFDA,475,0,Yes,Yes,Yes,Yes,Yes
Technetium Tc-99m arcitumomab,DB00113,biotech,experimental,"Amino Acids, Peptides, and Proteins; Antibodies; Blood Proteins; Diagnostic Radiopharmaceuticals; Globulins",No,,,,,372,0,Yes,Yes,No,Yes,Yes
Pyridoxal phosphate,DB00114,small molecule,approved; investigational; nutraceutical,Alimentary Tract and Metabolism; Coenzymes; Dietary Supplements; Enzymes and Coenzymes; Food,Yes,Twice daily,2,,OpenFDA,0,0,Yes,Yes,No,No,No
Cyanocobalamin,DB00115,small molecule,approved; nutraceutical,"Antianemic Preparations; Blood and Blood Forming Organs; Corrinoids; Diet, Food, and Nutrition; Drugs that are Mainly Renally Excreted",Yes,,,,OpenFDA,787,1,Yes,Yes,Yes,Yes,Yes
Tetrahydrofolic acid,DB00116,small molecule,nutraceutical,"Coenzymes; Dietary Supplements; Enzymes and Coenzymes; Folic Acid and Derivatives; Heterocyclic Compounds, Fused-Ring",No,,,,,33,0,Yes,Yes,No,No,No
Histidine,DB00117,small molecule,investigational; nutraceutical,"Amino Acids; Amino Acids, Cyclic; Amino Acids, Essential; Amino Acids, Peptides, and Proteins; Dietary Supplements",Yes,,,,OpenFDA,0,0,Yes,Yes,Yes,No,No
Ademetionine,DB00118,small molecule,approved; investigational; nutraceutical,"Alimentary Tract and Metabolism; Amino Acids; Amino Acids and Derivatives; Amino Acids, Peptides, and Proteins; Amino Acids, Sulfur",Yes,,,Intramuscular; Intravenous; Oral; Intravenous,DrugBank text extraction,29,0,Yes,Yes,Yes,Yes,No
Pyruvic acid,DB00119,small molecule,approved; investigational; nutraceutical,Dietary Supplements; Keto Acids; Pyruvates; Supplements,Yes,,,,OpenFDA,0,0,Yes,Yes,Yes,Yes,No
Phenylalanine,DB00120,small molecule,approved; investigational; nutraceutical,"Amino Acids; Amino Acids, Aromatic; Amino Acids, Cyclic; Amino Acids, Essential; Amino Acids, Peptides, and Proteins",Yes,,,,OpenFDA,488,0,Yes,Yes,Yes,Yes,No
Biotin,DB00121,small molecule,approved; investigational; nutraceutical,"Alimentary Tract and Metabolism; Coenzymes; Diet, Food, and Nutrition; Dietary Supplements; Enzymes and Coenzymes",Yes,,,,OpenFDA,0,1,Yes,Yes,Yes,No,No
Choline,DB00122,small molecule,approved; nutraceutical,Alcohols; Amines; Amino Alcohols; Analgesics; Antimetabolites,Yes,Every 6 hours,4,,OpenFDA,111,0,Yes,Yes,No,No,No
Lysine,DB00123,small molecule,approved; nutraceutical,"Amino Acids; Amino Acids, Basic; Amino Acids, Diamino; Amino Acids, Essential; Amino Acids, Peptides, and Proteins",Yes,,,,OpenFDA,0,0,Yes,Yes,Yes,Yes,No
Arginine,DB00125,small molecule,investigational; nutraceutical,"Acids, Acyclic; Amino Acids; Amino Acids, Basic; Amino Acids, Diamino; Amino Acids, Peptides, and Proteins",Yes,Three times daily,3,,OpenFDA,0,0,Yes,Yes,Yes,Yes,No
Ascorbic acid,DB00126,small molecule,approved; nutraceutical,"Acids, Acyclic; Alimentary Tract and Metabolism; Antioxidants; Biological Factors; Carbohydrates",Yes,,,,OpenFDA,64,1,Yes,Yes,Yes,Yes,Yes
Spermine,DB00127,small molecule,experimental; nutraceutical,Amines; Biogenic Amines; Biogenic Polyamines; Dietary Supplements; OCT1 substrates,No,,,,,49,0,Yes,Yes,No,No,No
Aspartic acid,DB00128,small molecule,approved; nutraceutical,"Amino Acids; Amino Acids, Acidic; Amino Acids, Dicarboxylic; Amino Acids, Peptides, and Proteins; Dietary Supplements",Yes,,,,OpenFDA,0,0,Yes,Yes,Yes,No,No
Ornithine,DB00129,small molecule,approved; nutraceutical,"Alimentary Tract and Metabolism; Amino Acids; Amino Acids, Basic; Amino Acids, Diamino; Amino Acids, Peptides, and Proteins",Yes,Three times daily,3,,OpenFDA,0,0,Yes,Yes,Yes,Yes,No
L-Glutamine,DB00130,small molecule,approved; investigational; nutraceutical,"Alimentary Tract and Metabolism; Amino Acids; Amino Acids and Derivatives; Amino Acids, Basic; Amino Acids, Diamino",Yes,Three times daily,3,,OpenFDA,1,1,Yes,Yes,Yes,Yes,Yes
Adenosine phosphate,DB00131,small molecule,approved; investigational; nutraceutical; withdrawn,"Adenine Nucleotides; Dietary Supplements; Heterocyclic Compounds, Fused-Ring; Nucleic Acids, Nucleotides, and Nucleosides; Nucleotides",No,,,,,0,0,Yes,Yes,No,No,No
alpha-Linolenic acid,DB00132,small molecule,approved; investigational; nutraceutical,"Dietary Fats; Dietary Fats, Unsaturated; Dietary Supplements; Fats; Fatty Acids",Yes,,,Oral,DrugBank text extraction,1,0,Yes,Yes,No,No,No
Serine,DB00133,small molecule,investigational; nutraceutical,"Amino Acids; Amino Acids, Neutral; Amino Acids, Peptides, and Proteins; Dietary Supplements; Proteinogenic Amino Acids",Yes,,,,OpenFDA,0,0,Yes,Yes,No,No,No
Methionine,DB00134,small molecule,approved; nutraceutical,"Amino Acids; Amino Acids, Essential; Amino Acids, Neutral; Amino Acids, Peptides, and Proteins; Amino Acids, Sulfur",Yes,,,,OpenFDA,1,1,Yes,Yes,Yes,Yes,No
Tyrosine,DB00135,small molecule,approved; investigational; nutraceutical,"Amino Acids; Amino Acids, Aromatic; Amino Acids, Cyclic; Amino Acids, Peptides, and Proteins; Dietary Supplements",Yes,,,,OpenFDA,1,0,Yes,Yes,Yes,Yes,No
Calcitriol,DB00136,small molecule,approved; nutraceutical,Alimentary Tract and Metabolism; Antipsoriatics; Antipsoriatics for Topical Use; Bone Density Conservation Agents; Calcium-Regulating Hormones and Agents,Yes,,,,OpenFDA,451,0,Yes,Yes,Yes,Yes,Yes
Lutein,DB00137,small molecule,approved; investigational; nutraceutical,Alkenes; Biological Factors; Carotenoids; Cyclohexanes; Cyclohexenes,Yes,,,,OpenFDA,0,1,Yes,Yes,No,No,No
Cystine,DB00138,small molecule,approved; nutraceutical,"Amino Acids; Amino Acids, Diamino; Amino Acids, Dicarboxylic; Amino Acids, Peptides, and Proteins; Amino Acids, Sulfur",Yes,,,,OpenFDA,0,0,Yes,Yes,No,No,No
Succinic acid,DB00139,small molecule,approved; nutraceutical,"Acids, Acyclic; Dicarboxylic Acids; Dietary Supplements; OAT3/SLC22A8 Substrates; Succinates",Yes,,,,OpenFDA,88,0,Yes,Yes,No,No,No
Riboflavin,DB00140,small molecule,approved; investigational; nutraceutical; vet_approved,Alimentary Tract and Metabolism; Biological Factors; Coenzymes; Dermatologicals; Enzymes and Coenzymes,Yes,,,,OpenFDA,41,0,Yes,Yes,Yes,Yes,Yes
N-Acetylglucosamine,DB00141,small molecule,approved; investigational; nutraceutical,Amino Sugars; Carbohydrates; Dietary Supplements; Hexosamines; Supplements,Yes,,,,OpenFDA,0,0,Yes,Yes,Yes,Yes,No
Glutamic acid,DB00142,small molecule,approved; nutraceutical,"Acid Preparations; Alimentary Tract and Metabolism; Amino Acids; Amino Acids, Acidic; Amino Acids, Dicarboxylic",Yes,,,,OpenFDA,23,0,Yes,Yes,Yes,Yes,No
Glutathione,DB00143,small molecule,approved; investigational; nutraceutical,"Amino Acids, Peptides, and Proteins; Antidotes; Dietary Supplements; Glutathione, antagonists & inhibitors; Oligopeptides",Yes,Twice daily,2,,OpenFDA,0,0,Yes,Yes,Yes,No,No
Phosphatidyl serine,DB00144,small molecule,investigational; nutraceutical,Dietary Supplements; Glycerophosphates; Glycerophospholipids; Lipids; Membrane Lipids,Yes,,,,OpenFDA,0,0,Yes,Yes,Yes,Yes,No
Glycine,DB00145,small molecule,approved; nutraceutical; vet_approved,"Amino Acids; Amino Acids, Peptides, and Proteins; Blood and Blood Forming Organs; Blood Substitutes and Perfusion Solutions; Dietary Supplements",Yes,,,,OpenFDA,8,0,Yes,Yes,Yes,Yes,No
Calcifediol,DB00146,small molecule,approved; nutraceutical,Alimentary Tract and Metabolism; Anti-Parathyroid Agents; Bone Density Conservation Agents; Calcium Homeostasis; Cholestanes,Yes,Once daily,1,,OpenFDA,157,1,Yes,Yes,Yes,Yes,Yes
Pyridoxal,DB00147,small molecule,experimental; nutraceutical,Dietary Supplements; Micronutrients; Picolines; Pyridines; Supplements,Yes,Twice daily,2,,OpenFDA,0,0,Yes,Yes,No,No,No
Creatine,DB00148,small molecule,approved; investigational; nutraceutical,"Amidines; Amino Acids; Amino Acids, Peptides, and Proteins; Dietary Supplements; Guanidines",Yes,Twice daily,2,,OpenFDA,0,0,Yes,Yes,No,No,Yes
Leucine,DB00149,small molecule,investigational; nutraceutical,"Amino Acids; Amino Acids, Branched-Chain; Amino Acids, Essential; Amino Acids, Peptides, and Proteins; Dietary Supplements",Yes,,,,OpenFDA,0,0,Yes,Yes,No,No,No
Tryptophan,DB00150,small molecule,approved; nutraceutical; withdrawn,"Amino Acids; Amino Acids, Aromatic; Amino Acids, Cyclic; Amino Acids, Essential; Amino Acids, Peptides, and Proteins",Yes,,,,OpenFDA,701,0,Yes,Yes,No,Yes,No
Cysteine,DB00151,small molecule,approved; nutraceutical,"Amino Acids; Amino Acids, Neutral; Amino Acids, Peptides, and Proteins; Amino Acids, Sulfur; Caloric Agents",Yes,,,,OpenFDA,0,0,Yes,Yes,No,No,No
Thiamine,DB00152,small molecule,approved; investigational; nutraceutical; vet_approved,"Alimentary Tract and Metabolism; Diet, Food, and Nutrition; Food; Growth Substances; Micronutrients",Yes,Three times daily,3,,OpenFDA,68,0,Yes,Yes,Yes,Yes,No
Ergocalciferol,DB00153,small molecule,approved; nutraceutical,"Alimentary Tract and Metabolism; Bone Density Conservation Agents; Calcium-Regulating Hormones and Agents; Diet, Food, and Nutrition; Food",Yes,,,,OpenFDA,146,0,Yes,Yes,Yes,Yes,Yes
Dihomo-gamma-linolenic acid,DB00154,small molecule,investigational; nutraceutical,"Dietary Supplements; Eicosanoids; Fatty Acids; Fatty Acids, Unsaturated; Lipids",No,,,,,0,0,Yes,Yes,No,No,No
Citrulline,DB00155,small molecule,investigational; nutraceutical,"Acids, Acyclic; Amino Acids; Amino Acids, Diamino; Amino Acids, Peptides, and Proteins; Dicarboxylic Acids",Yes,,,,OpenFDA,136,0,Yes,Yes,No,No,No
Threonine,DB00156,small molecule,approved; nutraceutical,"Amino Acids; Amino Acids, Essential; Amino Acids, Neutral; Amino Acids, Peptides, and Proteins; Dietary Supplements",Yes,,,,OpenFDA,0,0,Yes,Yes,No,Yes,No
NADH,DB00157,small molecule,approved; nutraceutical,"Adenine Nucleotides; Coenzymes; Dietary Supplements; Enzymes and Coenzymes; Heterocyclic Compounds, Fused-Ring",Yes,,,,OpenFDA,0,0,Yes,Yes,Yes,No,No
Folic acid,DB00158,small molecule,approved; nutraceutical; vet_approved,Antianemic Preparations; Autacoids; BCRP/ABCG2 Substrates; Biological Factors; Diagnostic Agents,Yes,,,,OpenFDA,841,0,Yes,Yes,Yes,Yes,No
Icosapent,DB00159,small molecule,approved; nutraceutical,"Agents causing hyperkalemia; Agents that produce hypertension; Anti-Inflammatory Agents; Anti-Inflammatory Agents, Non-Steroidal; Anti-Inflammatory Agents, Non-Steroidal (Non-Selective)",Yes,Twice daily,2,,OpenFDA,1382,0,Yes,Yes,No,No,No
Alanine,DB00160,small molecule,nutraceutical,"Alanine; Amino Acids; Amino Acids, Peptides, and Proteins; Dietary Supplements; Proteinogenic Amino Acids",Yes,,,,OpenFDA,0,0,Yes,Yes,No,No,No
Valine,DB00161,small molecule,approved; nutraceutical,"Amino Acids; Amino Acids, Branched-Chain; Amino Acids, Essential; Amino Acids, Peptides, and Proteins; Dietary Supplements",Yes,,,,OpenFDA,0,0,Yes,Yes,Yes,Yes,No
Vitamin A,DB00162,small molecule,approved; nutraceutical; vet_approved,"Adjuvants, Immunologic; Alimentary Tract and Metabolism; Alkenes; Anti-Acne Preparations; Anti-Acne Preparations for Topical Use",Yes,,,,OpenFDA,59,0,Yes,Yes,Yes,Yes,Yes
Vitamin E,DB00163,small molecule,approved; nutraceutical; vet_approved,"Antioxidants; Basic Ointments and Protectants; Benzopyrans; Biological Factors; Compounds used in a research, industrial, or household setting",Yes,,,,OpenFDA,404,1,Yes,Yes,Yes,Yes,Yes
Pyridoxine,DB00165,small molecule,approved; investigational; nutraceutical; vet_approved,"Alimentary Tract and Metabolism; Analogs/Derivatives; Antiinfectives for Systemic Use; Antimycobacterials; Diet, Food, and Nutrition",Yes,,,,OpenFDA,708,0,Yes,Yes,Yes,Yes,Yes
Lipoic acid,DB00166,small molecule,approved; investigational; nutraceutical,"Alimentary Tract and Metabolism; Antioxidants; Biological Factors; Coenzymes; Compounds used in a research, industrial, or household setting",Yes,,,,OpenFDA,142,0,Yes,Yes,No,No,No
Isoleucine,DB00167,small molecule,investigational; nutraceutical,"Amino Acids; Amino Acids, Branched-Chain; Amino Acids, Essential; Amino Acids, Peptides, and Proteins; Dietary Supplements",Yes,,,,OpenFDA,0,0,Yes,Yes,Yes,Yes,No
Aspartame,DB00168,small molecule,investigational; nutraceutical,"Amino Acids, Peptides, and Proteins; Compounds used in a research, industrial, or household setting; Diet, Food, and Nutrition; Dietary Supplements; Dipeptides",Yes,,,,OpenFDA,80,0,Yes,Yes,Yes,Yes,Yes
Cholecalciferol,DB00169,small molecule,approved; nutraceutical,"Alimentary Tract and Metabolism; Bone Density Conservation Agents; Calcium-Regulating Hormones and Agents; Cholecalciferol, antagonists & inhibitors; Cholestanes",Yes,,,,OpenFDA,475,0,Yes,Yes,Yes,Yes,Yes
Menadione,DB00170,small molecule,approved; nutraceutical,Antifibrinolytic Agents; Blood and Blood Forming Organs; Coagulants; Cytochrome P-450 CYP1A2 Inducers; Cytochrome P-450 CYP1A2 Inducers (strength unknown),Yes,,,,OpenFDA,57,0,Yes,Yes,Yes,Yes,No
ATP,DB00171,small molecule,investigational; nutraceutical,"Adenine Nucleotides; Adenosine Triphosphate; Dietary Supplements; Heterocyclic Compounds, Fused-Ring; Nucleic Acids, Nucleotides, and Nucleosides",Yes,,,,OpenFDA,0,0,Yes,Yes,No,No,No
Proline,DB00172,small molecule,nutraceutical,"Amino Acids; Amino Acids, Cyclic; Amino Acids, Peptides, and Proteins; Dietary Supplements; Imino Acids",Yes,,,,OpenFDA,0,0,Yes,Yes,No,Yes,No
Adenine,DB00173,small molecule,approved; nutraceutical,"Dietary Supplements; Heterocyclic Compounds, Fused-Ring; Purines; Supplements; UGT1A1 Inhibitors",Yes,,,,OpenFDA,86,0,Yes,Yes,No,No,No
Asparagine,DB00174,small molecule,approved; investigational; nutraceutical,"Amino Acids; Amino Acids, Basic; Amino Acids, Diamino; Amino Acids, Neutral; Amino Acids, Peptides, and Proteins",Yes,,,,OpenFDA,0,0,Yes,Yes,No,No,No
Pravastatin,DB00175,small molecule,approved,Agents Causing Muscle Toxicity; Anticholesteremic Agents; BCRP/ABCG2 Inhibitors; BCRP/ABCG2 Substrates; BSEP/ABCB11 Substrates,Yes,Once daily,1,,OpenFDA,590,1,Yes,Yes,Yes,Yes,Yes
Fluvoxamine,DB00176,small molecule,approved; investigational,"Amines; Anti-Anxiety Agents; Antidepressive Agents; Antidepressive Agents Indicated for Depression; Antidepressive Agents, Second-Generation",Yes,,,,OpenFDA,2216,4,Yes,Yes,Yes,Yes,Yes
Valsartan,DB00177,small molecule,approved; investigational,Agents Acting on the Renin-Angiotensin System; Agents causing angioedema; Agents causing hyperkalemia; Angiotensin 2 Receptor Blocker; Angiotensin II Antagonists and Calcium Channel Blockers,Yes,Once daily,1,,OpenFDA,1129,1,Yes,Yes,Yes,Yes,Yes
Ramipril,DB00178,small molecule,approved,ACE Inhibitors and Calcium Channel Blockers; ACE Inhibitors and Diuretics; Agents Acting on the Renin-Angiotensin System; Agents causing angioedema; Agents causing hyperkalemia,Yes,Once daily,1,,OpenFDA,843,2,Yes,Yes,Yes,Yes,Yes
Masoprocol,DB00179,small molecule,approved; investigational,"Analgesics; Analgesics, Non-Narcotic; Anti-Inflammatory Agents; Antineoplastic Agents; Antineoplastic and Immunomodulating Agents",No,,,,,39,0,Yes,Yes,Yes,No,No
Flunisolide,DB00180,small molecule,approved; investigational,Adrenal Cortex Hormones; Adrenals; Agents to Treat Airway Disease; Anti-Asthmatic Agents; Anti-Inflammatory Agents,Yes,,,,OpenFDA,1080,0,Yes,Yes,Yes,Yes,Yes
Baclofen,DB00181,small molecule,approved,"Agents Causing Muscle Toxicity; Amino Acids; Amino Acids, Peptides, and Proteins; Aminobutyrates; Butyrates",Yes,Every 24 hours,1,,OpenFDA,1556,2,Yes,Yes,Yes,Yes,Yes
Amphetamine,DB00182,small molecule,approved; illicit; investigational,Adrenergic Agents; Agents producing tachycardia; Agents that produce hypertension; Agents that reduce seizure threshold; Amines,Yes,Twice daily,2,,OpenFDA,1675,1,Yes,Yes,Yes,Yes,Yes
Pentagastrin,DB00183,small molecule,approved,"Amino Acids, Peptides, and Proteins; Diagnostic Agents; Gastrins; Gastrointestinal Hormones; Hormones",Yes,,,Intramuscular; Intravenous; Subcutaneous; Intravenous,DrugBank text extraction,1,0,Yes,Yes,Yes,Yes,Yes
Nicotine,DB00184,small molecule,approved,Agents producing tachycardia; Alkaloids; Autonomic Agents; Cholinergic Agents; Cholinergic Agonists,Yes,,,,OpenFDA,725,1,Yes,Yes,Yes,Yes,Yes
Cevimeline,DB00185,small molecule,approved,Autonomic Agents; Cholinergic Agents; Cholinergic Agonists; Cholinergic Receptor Agonist; Cytochrome P-450 CYP2D6 Substrates,Yes,Three times daily,3,,OpenFDA,1105,0,Yes,Yes,Yes,Yes,Yes
Lorazepam,DB00186,small molecule,approved,Anti-Anxiety Agents; Anticonvulsants; Antiemetics; Autonomic Agents; Benzazepines,Yes,Three times daily,3,,OpenFDA,1412,3,Yes,Yes,Yes,Yes,Yes
Esmolol,DB00187,small molecule,approved; withdrawn,Adrenergic Agents; Adrenergic Antagonists; Adrenergic beta-1 Receptor Antagonists; Adrenergic beta-Antagonists; Agents causing hyperkalemia,Yes,,,,OpenFDA,1396,0,Yes,Yes,Yes,Yes,Yes
Bortezomib,DB00188,small molecule,approved; investigational,"Acids; Acids, Noncarboxylic; Antineoplastic Agents; Antineoplastic and Immunomodulating Agents; Boron Compounds",Yes,,,,OpenFDA,1573,4,Yes,Yes,Yes,Yes,Yes
Ethchlorvynol,DB00189,small molecule,approved; illicit; withdrawn,Alcohols; Central Nervous System Agents; Central Nervous System Depressants; Chlorohydrins; Hypnotics and Sedatives,Yes,,,Oral,DrugBank text extraction,665,2,Yes,Yes,Yes,Yes,Yes
Carbidopa,DB00190,small molecule,approved,Amines; Anti-Dyskinesia Agents; Anti-Parkinson Drugs; Aromatic Amino Acid Decarboxylase Inhibitors; Aromatic L-amino Acid Decarboxylase Inhibitors,Yes,Three times daily,3,,OpenFDA,935,0,Yes,Yes,Yes,Yes,Yes
Phentermine,DB00191,small molecule,approved; illicit,Adrenergic Agents; Agents producing tachycardia; Agents that produce hypertension; Alimentary Tract and Metabolism; Amines,Yes,,,,OpenFDA,1186,2,Yes,Yes,Yes,Yes,Yes
Indecainide,DB00192,small molecule,approved,,No,,,,,0,0,Yes,Yes,Yes,No,No
Tramadol,DB00193,small molecule,approved; investigational,Agents producing tachycardia; Agents that reduce seizure threshold; Alcohols; Amines; Analgesics,Yes,,,,OpenFDA,1966,2,Yes,Yes,Yes,Yes,Yes
Vidarabine,DB00194,small molecule,approved; investigational,Anti-Infective Agents; Antiinfectives for Systemic Use; Antimetabolites; Antiviral Agents; Antivirals for Systemic Use,Yes,,,Topical,DrugBank text extraction,1,0,Yes,Yes,Yes,Yes,No
Betaxolol,DB00195,small molecule,approved; investigational,Adrenergic Agents; Adrenergic Antagonists; Adrenergic beta-1 Receptor Antagonists; Adrenergic beta-Antagonists; Agents causing hyperkalemia,Yes,Twice daily,2,,OpenFDA,1453,1,Yes,Yes,Yes,Yes,Yes
Fluconazole,DB00196,small molecule,approved; investigational,14-alpha Demethylase Inhibitors; Agents causing hyperkalemia; Anti-Infective Agents; Antifungal Agents; Antifungals for Dermatological Use,Yes,Once daily,1,,OpenFDA,1712,1,Yes,Yes,Yes,Yes,Yes
Troglitazone,DB00197,small molecule,approved; investigational; withdrawn,Alimentary Tract and Metabolism; Benzopyrans; Blood Glucose Lowering Agents; BSEP/ABCB11 Inhibitors; Chromans,No,,,,,1175,0,Yes,Yes,Yes,Yes,Yes
